Time,V1,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
24925,-0.2014238538,0.0253212942,-0.1230757244,-0.1016598086,0.4874655024,-1.4804384198746,0.1247655942,-0.5869946013,0.1220673399,-1.1755540083,0.3213274258
148079,0.2333884938,-0.1147191563,0.1522091461,0.5160899906,-0.5042289720,-1.3864186466790,-0.0332192530,3.2121371624,-0.0679413442,-0.9079643285,1.7777679138
60141,0.0767088560,-0.3287893147,-0.0060093421,-0.2410805780,0.2929717818,2.0494843424170,-0.0646309425,1.8068435925,0.0979239191,-0.3336325140,4.1506128774
13817,0.3250541705,0.2848918402,-0.0154973728,-0.9676433522,-0.1262728817,-1.4861622577682,-0.1411888113,-0.7242191688,-0.0521545333,-0.5352975576,-2.3126135475
18332,-0.0328429237,0.0595054128,0.0763671645,0.4928072034,0.5470817219,0.2896077103536,0.2302211445,-1.4512714773,0.8799820478,0.8866145421,-0.5779070769
42726,0.5846303860,0.0707593872,-0.0862690987,-0.1174832038,0.0025262330,-1.7299473858164,0.0238584761,-1.1832178984,1.8428938958,0.7155327321,-0.2903267346
56729,-0.5753851593,0.1508827466,0.1557607123,-0.0687370704,-1.1009302060,1.3142289825393,-0.0310326654,-0.6676459962,0.0657843519,0.0764137066,2.4214191438
32356,-0.1328024491,-0.0669929863,-0.0698092069,-0.2217172283,0.4287674509,1.1327425460962,-0.0549191284,-3.2126284006,0.9886431423,-0.0719414534,0.8667557120
33339,0.0587572242,0.0911250121,-0.0371911934,-0.2457550339,0.5861444963,1.8564205071799,0.3337361631,0.2171164932,-0.4683419174,0.1503859994,4.3232709610
23000,0.1872201736,-0.0447119504,0.0472356473,-0.2150198369,-0.1698007867,-1.5898189655650,0.4941438352,2.6553284763,-1.3426014182,-0.4203967704,-4.1223343547
131443,0.1370872142,-0.0262257979,0.0361531893,-0.3606102710,-0.4880761408,-2.9145451955575,0.0066522101,-0.5372863492,0.0383926480,1.1728504644,-0.0530409020
11617,0.5972925877,0.1698979967,-0.0478464915,-0.8267560450,-0.4844527169,-2.4501898495309,0.1385465611,2.7712723849,0.3476640996,-1.0084711566,-1.1981860335
85523,-0.3697255154,-0.2416939620,0.0289113997,0.7389776052,0.2531679667,-2.1413505186911,0.0341501593,1.0795131807,1.7810144254,-1.9413544963,0.2785113792
167808,-0.3795566121,-0.0595251808,0.2748423842,-0.5172089763,0.1523450265,-0.2479889000890,0.4513198317,0.6407039581,-0.4365291747,-0.1189911498,-1.2044182201
48880,-0.0613012836,-0.3413881523,-0.3110960607,0.5348253219,-0.1241834327,0.0001244044524,0.1627135573,1.5920412374,1.5093147291,-2.5573020172,-0.7199738664
49610,-0.1613567502,0.2690378650,0.5951331636,0.0263142875,-0.1897316449,0.7078906066410,0.3576306871,0.0707565972,0.3915811384,-0.1761348891,0.4252801945
11946,0.0953667779,0.0781704747,-0.0999185459,-0.3333495383,0.2462106872,-1.3368432202708,-0.3079310429,1.9126681226,1.8127987696,-0.8314510464,-2.9159427700
101018,0.1722885844,0.1817276327,0.0364728498,-0.6261486523,-0.1881931991,-0.0220632679568,-0.2338201586,2.4252388312,-1.0481754851,0.4427225794,-2.9305428951
80923,0.2194412696,0.2566869771,-0.2063562305,-0.4624898629,-0.1703448926,3.1478117284150,-0.2470502966,2.2419347907,0.0299774818,-0.6183950033,-3.0266906226
111172,0.1649594418,0.1269136041,0.1300508453,-0.2897397016,-1.0075799969,0.0843502102674,0.0636750843,-2.7568408250,0.9154964211,-0.9621330037,2.4978783251
65813,-0.0964499101,0.2534437244,0.2415339097,1.1161410900,-0.2617337060,-1.3504893504307,0.5953067680,0.8157291698,-0.8067356815,-1.8516861542,0.4186930129
58482,0.3284144475,-0.2099493282,0.4417166238,-0.0564168387,0.3743757965,0.8631688620115,0.3820562955,2.2440407272,-1.3009446779,0.3518602415,3.1081129687
36038,-0.1812836147,0.0966619601,0.0419415628,-0.5993205780,-0.6175288443,0.8990259530477,-0.1213586377,1.8025741879,-1.6664286647,0.5175824256,-0.5756561506
129948,-0.1470167840,0.3129970237,-0.2421799023,-0.1354094597,0.7042726792,1.0175763742927,-0.1063515361,-0.2323348419,-1.0596941889,0.0634915719,3.1250307711
34242,0.0928444294,0.1515634925,0.0146937186,-0.4205657436,0.8439990834,1.5431317694133,-0.0369960805,1.8593173602,1.4549879733,1.4809396080,1.3051746310
6356,-0.2167758938,0.2375533301,0.0775832551,1.5239825705,0.1309808352,-0.3825095505781,-0.1562010352,1.2061482447,1.2192473199,-0.7549794542,0.7770652634
149194,0.0096314794,-0.3292279266,-0.0396508644,0.8740256237,-0.4245326315,-3.3996371901998,-0.0487040845,-3.2965761302,-0.3752092644,-1.1868899229,2.9473893930
8657,0.4195866846,-0.0089943379,0.6197164140,-0.6567499399,0.0021809704,-2.4468023207331,0.0141531163,2.8733463260,0.1380896451,1.7670215067,2.7735339621
14995,0.1791104845,0.0420418622,0.3671572389,1.2161843639,-0.1114348159,0.8456268799389,0.0316620394,-0.1916043241,-0.1073611022,2.6814087752,0.1746831504
58287,0.0497628658,-0.3169024252,0.0880377076,-0.8284979355,-0.4264359837,0.1162187261897,-0.5990497204,0.2705783285,-0.1950993903,0.7767831052,0.2414759253
79641,-0.3558284573,0.4251068152,0.0232142057,2.1007319550,-0.0803099730,-1.3520262874817,0.0516670233,2.1570114821,0.5739772142,0.8984201433,-0.9387686926
1819,0.2488841030,0.1141185891,-0.3696691663,0.0857292007,-0.9249357554,-1.0801090739369,0.0775812905,-0.7841721755,-0.2917969305,0.5767048825,2.4455700199
56764,-0.0429510656,0.3102815199,0.0596338011,0.4828056377,-0.4642303414,-0.0861187937349,-0.0954035028,-1.4107233632,-0.8237051683,-1.6024972320,-0.8527279522
61760,0.0335382270,-0.0685314627,0.0313521583,0.3386263617,-0.2614099549,0.6749398251578,0.1557587028,0.5679170946,0.1785048326,0.6773512647,-1.3012465487
117264,-0.0263758950,0.0058326232,-0.2329376940,-0.1007197635,0.4511397028,0.0815574162591,0.4105066605,-1.8333263503,-0.6113835589,-1.0052143312,-2.4255622747
3050,0.1466958831,0.3474512629,-0.0209866114,-0.7130440397,0.1948355926,1.5447692819680,0.3810833936,-1.6072334540,0.1080990340,0.5873372254,-2.7279094685
166021,-0.0395352033,0.2765962502,-0.2370761077,-0.5617187374,0.3559185970,0.0604698439590,-0.2339096665,-0.1125594448,0.1261434109,-0.7258421350,1.5310595275
32124,0.1004388056,-0.3236893135,-0.0368866863,-0.2032803689,0.8183773879,0.9169441524069,0.0649195647,-3.3080248781,1.5692356751,-0.3961360977,0.6590306474
158054,-0.1771111915,0.1596426114,0.0974860518,-0.8462500596,-0.0753459657,2.2765791102252,-0.1200797904,-1.4613764507,-1.1215103584,0.3461181417,0.2425161677
35340,-0.1438821430,0.3123503295,0.2860694813,0.6942210389,-0.1278784509,-0.6686789656019,-0.0144383644,0.7326555812,-1.2619247146,1.1804156621,-0.2095720846
70759,0.3592424391,-0.1786597570,-0.2702316540,-0.6757166860,-0.3967268045,-0.2499387515724,-0.2351786073,-0.8118762366,1.4963705225,-1.8877052032,2.9714035009
131681,-0.2440307681,-0.0306441238,0.0903128130,0.0770165609,0.5340858448,1.6813438319603,-0.1594355732,-2.5210332951,-0.8392148918,-0.4895805206,0.8293973156
111713,0.2528927994,-0.0346964440,0.2373963784,0.4922420970,-0.2627239648,2.0028475562856,0.1463007609,3.2312623242,-0.3532419008,-0.9101435987,-1.1166990367
152839,-0.3062491989,-0.0060859933,-0.4583439667,-0.9382397079,-0.5195966988,1.4734703701458,0.1112396932,-0.1343606541,0.7319085563,-1.0499624959,-0.2095100644
11521,-0.1278778369,0.2144049040,-0.1854941910,1.1030651773,-0.0224193540,-2.7930860143634,0.0499207046,-0.0033169799,1.9618508790,-0.7401625444,-0.3220705577
156791,-0.0520081594,0.2663590263,0.0044026555,-0.3176268832,-0.5826391247,-1.0812074030702,0.3372421163,1.4241621009,0.2595186092,-3.1622483090,-3.0783345641
40059,-0.2310146546,-0.0871646153,-0.1239846526,0.8257665415,-1.2453540914,-1.7562860793514,0.4546493530,-0.1314543231,1.5661762211,-1.1640118487,1.4848482364
85144,-0.1373952102,0.1628546986,-0.0527149436,0.6493947510,-0.1108253032,-0.8286235906320,0.3996924692,1.7582789279,-0.8531760526,-1.2783952299,-0.4634644411
30734,-0.8116228190,0.1447012028,-0.0440789489,0.9434589540,0.3827511837,-1.4060605321632,-0.1551323976,-1.4278316331,-0.6480700477,-0.0080480801,1.8209892702
69256,-0.1777713623,-0.2441781240,-0.4240783354,-0.8098856820,-0.5676615097,1.4548328499719,-0.2382004534,-3.2456514958,-0.8149151458,0.6486524977,2.3593637500
154448,0.3362081009,-0.1538272533,0.0251818460,0.8633970293,0.2600791717,1.1205353980949,-0.1535804056,-0.9348200043,-0.5751239684,-1.0731514865,0.2740270901
66073,-0.2077046733,0.5130987667,-0.2346236830,-0.0685410983,0.1842159093,3.3320465278968,-0.3014810003,-0.3420117679,-1.1049230554,1.0631727646,-0.4954120807
58612,0.2535498277,-0.1540456135,-0.1123388940,-0.2175131307,-0.1966719738,1.8945459480131,0.1956489084,-0.3800637142,0.6308074027,-2.0121954852,1.9374661139
56570,-0.0113699263,0.2295602262,-0.1896884800,-0.4748758840,-0.3040356402,2.1954131276883,0.1199784198,-0.7391013483,-0.3253378441,0.5425015345,0.5735365661
23066,-0.1494475920,-0.3497286666,-0.1209639774,-1.2727331406,0.8992552635,-0.6582430631819,-0.0033470599,-2.6680850211,0.8399104055,0.2341483532,0.6375878227
134252,-0.0265075836,0.0316018021,0.0683006650,-0.6850931739,-0.2011687162,-1.1824167758833,-0.1237698582,-1.2455701238,1.4530159896,-2.1774047830,-2.6259983896
113762,-0.0670310592,-0.0457307168,-0.2716119887,-0.5522419314,-0.2559067347,0.9390303297628,-0.3171098651,-2.6951906987,-1.1387008272,-0.9355967464,0.8473285633
124657,-0.0758958757,0.3462287070,0.2687686161,0.8154267043,0.0751266343,-2.6570157322464,-0.0714260529,2.8853697464,-0.7117229078,-0.9415664085,1.2389640548
108355,-0.4294958649,0.0088175334,-0.3668769038,-1.0851689966,0.9570074643,-0.5214814115936,-0.0727850400,2.9764016609,-0.1020512415,-0.5541711900,2.7501295542
43034,0.2983125725,-0.0502134580,0.4961815793,-0.0932416734,-0.4809789512,-0.5644077959279,-0.5248328141,2.7937702389,1.2532160044,-1.5288438069,-1.4552541069
13935,0.2759612005,0.2549711897,-0.2544545517,0.4995707604,0.6475873624,-1.0902266032151,-0.2261262614,3.8562304801,0.1696126432,1.2181520692,3.2643601431
79432,0.1140872109,0.5616161413,0.0267989965,-0.0923377122,0.0466967160,-2.0187005435881,0.0819481344,2.2582059197,1.3102840781,1.1651144679,-3.2122224749
123874,-0.2171173127,-0.2698477631,-0.0605619148,-0.7343877109,-0.2995132069,-0.6247289110556,-0.0053903318,-2.9401305359,-0.5165090763,1.3471532248,3.7728849014
74158,-0.0404641951,0.3379326062,0.1556315665,-0.8963369226,0.1201691482,0.8907160306715,-0.0769221922,0.4472534652,-1.8227579497,1.3558419557,-1.8371341598
90914,0.2594897987,-0.1408419321,0.0896049454,0.1773677259,-0.8425305500,1.1765910994812,0.2173905379,-0.6336523792,-0.9120973995,0.9686852423,-1.5861369059
151498,-0.0417538056,0.2632753249,0.1724406571,-0.3241524387,-1.0866049059,3.2259025327013,-0.1726004245,-0.1953498065,-0.2151787595,-1.0584813841,0.6272098823
27637,0.4479192797,-0.0302218920,0.0792387561,-0.7182267534,-0.0071361637,-1.2288739263457,0.1939113645,-2.1275692807,-0.3892523769,1.6785222488,0.2083942016
63327,-0.3613864813,-0.0148848521,-0.2067051072,0.7576755571,0.2452469139,2.5177866226923,-0.3493212055,-0.5479838129,-0.0019963219,0.9536213853,-1.6657213874
4887,0.2285388294,-0.4433824423,-0.1095791405,0.6375990493,0.6725150262,0.5279024316333,0.1000346277,-0.3442745952,-0.6602555992,-0.8196190321,-0.2766571485
119493,-0.1036663996,0.1478807313,0.4799288300,0.3570704423,0.2178908019,0.8078596944455,-0.1953237422,-0.8815522712,0.9279890573,1.5117326641,-1.7057845542
58491,0.0083103411,0.2883177378,0.1430986134,0.1913000813,0.0587989562,0.7206626458506,-0.2328388265,3.4329505822,-0.1204397638,1.5193121685,-0.6369830529
168181,-0.3318008531,0.0454127886,-0.2816442946,-1.0555146860,0.5805214156,2.8517677385752,0.0793224978,0.3222086717,-1.3205442605,0.3972502449,-1.8408923659
2165,-0.1875648422,0.4312026759,-0.3011765785,-0.1311852542,0.6498751009,-1.4692690531317,-0.0227731063,-2.0801108523,0.9310514886,1.6792254199,2.0071109645
124009,-0.0021325759,0.0515096946,-0.1173268498,2.1434184007,-0.3885538556,-2.9071184276480,0.2316274106,-0.9470890843,-2.7267036034,1.2636753367,2.9527830753
141796,-0.0807302287,-0.0231399419,-0.0800049276,0.0211091931,0.1244762640,-0.9266057860420,0.2313844600,-1.2237608986,0.2208193778,1.8369717342,-1.4094295083
84626,-0.1428083181,0.6496739997,-0.1452830814,-1.2954044220,-0.3707658045,0.7319267917306,-0.0020200006,-0.8918250176,-2.3284424501,1.2514116371,0.6203265968
170477,-0.1205872624,0.1681372270,-0.1034866278,-0.0654714014,-0.2597847639,-1.0654422378957,-0.4481997383,2.6314279211,0.0184959117,-0.2122002139,-1.4426336707
98614,0.2979136663,-0.0199038029,0.2293552165,0.6655019865,-0.4810363784,-0.7144229834017,0.0050994589,-0.3728806626,-1.2839562832,0.5745959164,-0.5436701776
61619,-0.1226643183,-0.4623801584,0.5244675607,-0.0650966057,-0.6064408463,-1.2839796880405,-0.1216285829,-2.3024876353,-0.5594698394,1.3016967615,0.5146801835
102469,0.0191910082,-0.3200957368,0.0807912231,0.4725644686,-0.2011938544,1.0605065427601,0.0579947903,-2.6886622269,1.3203399255,-0.3728787365,2.0835827458
25510,-0.5216456343,0.4453374775,0.1431945435,-0.4657998882,0.0224592086,1.2395603488569,0.2243833439,-2.8021238855,0.4234729510,0.7774037281,1.3029075235
41401,-0.0907555314,-0.1157327330,0.1242035127,0.9722593849,0.6939757427,1.4247543940946,0.4525651851,0.8440473093,0.2795822772,-0.7071493287,2.0636863855
9798,0.5101581438,0.1994934295,0.2089397235,-1.6179501318,0.2522768570,1.3004419001105,-0.2471997363,1.8007877846,-1.9263254075,1.1968746366,2.0253981825
76833,0.1112009834,-0.2162663583,-0.0370047489,-0.8926279657,0.2200430953,0.1357800593324,-0.3430456903,-1.9642319373,-1.0955662673,-0.7939083363,0.6407072818
101675,-0.3510631505,-0.0244649885,-0.1802584930,-0.1210716959,0.4153236044,-0.3847054308071,0.0111901174,-0.5021737460,0.1484571601,-0.5081199643,1.7581669159
37854,0.0196849050,0.0258894830,-0.3449064119,-0.6469266053,0.2667397841,0.9725975062745,0.1202822291,1.3929884153,0.1844832770,-0.8513802642,-0.6608531443
97026,0.2545539431,-0.1058257776,0.2615547542,0.3708738591,-0.2291381712,1.6860065729190,0.1554762458,-0.2283240559,-0.6947314606,0.6442337207,-1.2621498811
148055,0.4708687645,0.3061129246,0.1567902548,-0.1766073488,0.8984309229,0.1685257342843,0.0710044163,-0.3034132010,0.5146805433,0.3428168461,-2.0353331913
37459,-0.4557339383,-0.7408830748,0.4384417528,1.2364534838,-0.0158404038,-0.6717660867852,0.0726830002,1.2180103526,-0.5173100664,0.8037326766,-3.2765185492
68310,0.2400124498,0.1032349464,0.1452397073,0.3242133509,0.1369230952,-0.1209837411947,0.4364346299,-1.2276916084,1.7493660978,-0.5084469833,0.2613111165
49736,0.1545221257,0.1318274635,-0.5109311547,0.0323086445,-0.2570816810,1.8971825943017,0.0672809896,0.0221923439,1.2848013284,0.6824585594,-4.7309883427
67741,-0.5192241011,0.0087929338,0.7328101666,-0.0467907263,0.1462785123,-1.8737436387102,-0.1589157826,1.8936930011,0.1161189087,1.1922217046,-1.1125442250
128746,0.4544093515,-0.4733011519,0.0418549227,-0.4126241681,0.4311888746,1.7788956304824,0.1160371492,0.3646972706,1.0181593719,0.0938872278,4.5662276944
48932,0.0159783612,-0.4883674215,-0.0617896544,0.2772191348,-0.6194206245,-0.1785165592962,0.6561705464,-2.6465622890,0.1138614705,-0.0633963870,1.1393576219
67845,-0.4578816061,0.3662433552,-0.3227240147,-0.6473488977,-0.3958820317,0.0232642689559,-0.0894772590,1.0567766749,1.1680082218,0.8708813856,-1.2603385464
63885,-0.0039724503,-0.2995702096,0.7133051967,0.0224506618,0.5927402037,0.3252591811951,0.0664807107,-2.4429009797,0.5149864222,0.3037617899,2.4352132582
87054,0.3615183613,0.2298680833,-0.0665202697,-0.7852739739,-0.9137872027,-1.2145928975148,-0.1534034499,-5.0161799182,0.2508995428,-1.1565278439,-3.6177968456
157949,0.2797469136,0.2349160449,0.0892020727,-0.2551667942,0.7889841744,-0.6908364624880,-0.2740445671,0.6961865773,-0.8162015706,-0.6309626544,0.1922078891
163384,-0.2125761782,0.0640697141,0.0909671905,0.6809279566,0.1207104949,-0.8375585000653,-0.2208239608,-0.6246906506,1.2502616316,2.1229382658,0.5933263191
71264,-0.0852175744,-0.1755720720,-0.1145151994,-0.1943504015,-0.4201340718,-0.9261819638131,-0.0007388581,1.6741159075,-0.0751186674,-0.5383086137,-2.2238740143
104100,0.3240989077,-0.0074617942,0.0399773103,0.7879423936,-0.0359632297,1.3745442159778,0.1789398761,-0.2130820983,0.3205262754,-0.8193265862,-0.4514660434
163704,0.1795522400,-0.1927102123,-0.0305036901,0.3696972823,0.3967560059,-1.8943407146722,-0.1306619242,-0.3306308430,0.4468787288,-0.3799735287,-0.3269943126
128214,-0.2944659584,-0.0183796405,-0.0047865765,1.3298523829,0.2560079460,-0.9931347977467,-0.2044593821,-2.1051481959,0.6566008876,-1.8321063336,1.0632284834
17199,-0.0995444841,0.1291350443,-0.1611494223,0.2421125886,-0.1196059384,-0.0934112946038,-0.7015646216,-0.4249389269,0.4875275206,-0.3799934829,-3.4659946443
160855,-0.0571605209,-0.2753855471,-0.3012955619,-1.9441555519,0.2459221814,-2.7297942390341,-0.2017633751,1.6194448893,0.5032498992,1.2085172711,1.6160202788
80077,-0.0954482530,0.0967491219,0.1570204374,0.9957781604,0.6155968855,1.5948879483552,0.0907388871,-1.7852131296,-0.4387889989,0.6123440818,-1.8997933326
9312,0.1838828638,-0.3353984893,0.3781561624,-1.1452687691,1.1624247542,0.5361051944349,0.2931379177,2.7809737184,1.5910372801,-1.6125517762,-0.0484840533
81556,-0.0465486653,-0.2822345534,0.3984472831,0.5802638177,0.0986159546,2.8340032298945,-0.4835389361,2.2322583667,-0.3815524430,-0.0458633240,-1.0357849464
93655,0.0641925804,-0.1665968299,0.1332758810,-0.6354990714,0.2257148888,-1.0552749778807,0.2030589347,1.8695524130,2.2059847443,-1.7953304484,0.3285399566
169040,-0.2572732608,-0.5430225220,-0.2400129401,-1.2853048315,0.3548728338,1.4292721057129,0.1727650837,1.8218669517,1.0984910808,1.9337971670,-3.4306530937
42312,-0.1820345243,0.1973829796,0.0472452680,-0.2145769292,-0.0412666615,-1.5929175975471,-0.0524360484,-0.9239027412,0.1060078343,1.0003950504,-0.1641988716
158731,-0.0767962998,0.3008219035,-0.1558479761,0.3095473554,0.7573943814,2.2354974496420,-0.1934145582,-1.8240745661,1.0112743335,-0.9484954245,1.0615308677
82816,-0.1796845946,-0.6021090584,0.4931085783,-0.7776846689,0.7947943618,-0.3022451704802,0.2873596905,-3.2093233800,0.0042262443,-1.6599515233,1.2653808910
6033,-0.0166873045,-0.1248834409,-0.1277906124,-0.1732960991,0.9783565257,0.4549641134782,0.3434558350,-1.1423783838,-0.2828154273,0.2698979623,0.3037729726
48184,0.2600858336,-0.4328565932,0.3371121568,-1.8047581778,0.3563361098,-1.5761513180695,0.1476225207,-2.1816607669,-0.3404873188,0.1238500206,-0.1217829480
115282,-0.0291675842,-0.0487467658,-0.0973862236,0.1548602700,-0.2354399538,1.5000390462023,0.3243234170,-4.1151008325,-1.0063127334,-0.1144380123,-0.3079354981
133104,0.0740013650,0.2293764706,-0.1708430498,-0.3550995725,-0.4360119929,0.4726509320898,-0.1811353241,-0.2057291065,0.2429180976,0.4988045115,-0.8483510611
96565,0.2911919403,-0.2095707832,0.0052148046,0.0648869718,0.3923783955,0.9251332092146,0.1930121597,-0.3023877379,0.0180867179,0.1252468001,-2.9880119897
110463,0.0127009376,0.0318134678,-0.0365516822,-0.1167395192,0.1243071898,-2.6455929774303,-0.2150335857,-0.4059253975,0.2965603907,2.2179472514,3.8293744992
24518,0.0189936383,0.2806215187,-0.0347473301,-0.5881043134,0.5315617572,0.2255539923582,0.1445908792,0.7520136325,0.1501875261,0.8756544583,1.7572599840
87647,-0.4885852379,0.3321195859,0.0302456899,0.0839239126,-0.2419120488,1.1217679799169,-0.1191840118,0.4855045445,0.1361132612,-0.2049175531,-2.5545206287
63896,0.5171207357,-0.0429737906,-0.2180155783,-0.5746640309,0.4952035257,-0.2663850178799,0.2446330228,3.7680031158,-0.7311774300,-0.7725492983,-1.0077383787
143891,0.1824162198,0.0704590146,0.3574390724,0.2662811700,-0.6782347644,-1.0641441755339,0.2162076659,1.4790157235,-0.0819900260,0.5263898204,-0.1848076599
89435,0.5262934089,0.0413225337,0.3937892869,-0.5529650240,0.8908563421,-0.2350298115273,-0.1743463364,-2.9894307048,0.7594923236,2.4991180083,0.7415051735
31412,0.2740530981,0.0512251817,-0.2650750567,-0.7529046676,-0.0846036554,-0.4887159249913,-0.1756030059,1.4011016963,-1.6206262428,-0.0166283872,1.6745580409
110373,-0.0046791319,0.0989508371,-0.1577751609,0.6661712180,-0.3786349897,-3.2461408220597,0.1005969201,0.3831260019,0.6842027731,0.1398843064,0.4904409684
156158,-0.4506546241,0.4042135895,-0.1709498067,-0.6897275980,0.5179980561,-0.7830754150425,0.2611161435,2.0758855503,-0.1055666957,-0.7439457748,-2.7879456077
31201,-0.3014656032,0.0659497822,-0.1840698511,-0.2128252455,-1.0618908234,-0.0425460817675,0.2013655833,2.9642045414,0.8728169716,0.2573776377,0.2565934279
84327,0.0084392917,-0.3664202664,0.3179270700,-0.4327842016,1.1285045815,-0.5291795435683,0.2256647451,-3.2292429926,0.4243117490,-0.7831184133,-0.3687967446
30284,0.3561322421,0.1053412318,-0.1831865684,-0.0914434348,-0.2608284271,-4.2199730022768,0.2000772881,2.4961211173,0.2078322582,-1.6812620962,-2.0794874625
111337,-0.0537189181,-0.0702152479,0.3086712920,-0.1388117708,0.0620914284,2.1249433670724,0.4208295970,0.5485262155,-0.5646570223,-0.9880547591,0.2728888459
78414,-0.0855866784,0.0299647143,0.4259616422,-0.4993565685,0.3636763236,1.1459972614131,-0.1129903895,1.3556577718,0.3227938291,0.4903636396,1.6122966809
121632,-0.5431665025,0.0108384150,0.0199232795,-0.7180416990,0.1585734109,-4.2368122500997,0.0742531199,0.6210724776,-1.1548844638,1.6290508214,-1.2702151343
104105,0.0359779882,0.0581615002,-0.0589695990,-0.5919026541,-0.7044728184,-0.3321957197129,0.0523542243,-0.5716116072,1.4920282797,0.2970337793,-1.6347931585
142317,-0.2724626828,0.3767464161,-0.2478489113,-0.8483035655,-0.6683656597,-1.2759778631191,-0.2799191311,-0.2980565388,0.2054139870,0.3522330723,-3.4450091700
8400,0.2643289320,-0.0602368658,0.0176913222,-1.1479246501,0.8297052300,1.3188406563874,0.0691223766,-0.1311685032,-0.2638264258,1.1510693036,-3.0686388411
147817,0.4198574319,-0.1162067768,-0.0495672371,1.1514956356,0.7852734116,3.0676334594111,-0.0483508649,2.2111561743,1.0581987539,2.1126876652,1.5543602460
1497,0.1829716166,-0.2351749932,-0.0295085487,0.2696898126,-0.1093104047,-1.1650386927325,-0.7107789848,1.5855130761,-0.2098523687,-0.9034182134,-0.9642845129
153887,-0.0533628657,-0.3667117379,0.1202176771,-0.1547797865,0.9051691693,-0.4765133270543,-0.3359298012,0.1891112339,-0.3381976540,1.0264078837,0.3952555568
24367,-0.0746292465,0.0870611561,-0.1438276381,1.5463342627,-0.3472836624,-0.9139702336078,-0.0158036244,-1.5012145084,-0.0502790717,0.8833108516,-0.8587232345
159070,0.2060729713,0.3677921722,-0.2194387669,-1.1518885672,-0.6113744678,-1.6503573722070,0.1269333995,2.5907657434,0.5666673547,1.2515319281,-0.6208336610
68211,0.2402145627,0.1793401318,-0.3854131403,0.4443027007,0.0559357298,-1.5929946570260,0.4031938602,1.3950344179,-0.8830103041,-0.9871435479,-0.7440661576
51640,0.3722524418,0.1314945951,-0.0775133321,-0.8469447045,0.3931012249,-1.9499283257555,0.1454463595,1.1712757013,-1.0625365142,2.5718002418,-4.9965062681
64590,0.2529083996,0.2021161493,0.2502786593,-1.4755609541,-1.1523078937,0.9001297934861,-0.3903743142,-0.0735789003,-1.8442300381,0.5318030487,-2.4357011236
67094,0.3485216626,0.3315257699,-0.0353495268,-0.9142206659,0.4352058192,-3.7330199242912,0.2759053534,-1.6159250447,-1.3956180795,0.6758361916,-0.8427511546
128350,-0.1381347418,-0.2832369224,-0.3410986074,-0.5415039995,-0.2152436465,-1.8626012527771,-0.5995819282,0.4641248795,0.3086603421,0.3671947300,-1.6725646664
61101,-0.5425592610,-0.0664726709,0.1791563334,1.5410383428,0.4345604123,-0.5736101599571,-0.3655426279,0.2357289513,0.5625314721,-1.2457356609,1.5147328706
150845,0.1262761813,-0.2958686043,0.3471882919,-0.0174860359,0.9114923928,1.2453187310886,-0.0522114734,3.2032886694,0.6114712755,-0.8206129663,-0.0448537202
84440,-0.0456832559,-0.5239586744,0.3850983665,1.6239480111,0.2541851852,-2.9820465677308,0.0810365261,2.0996977314,0.2288097047,1.8020403327,0.0591521767
56117,0.0673384168,0.1791915082,-0.1215682960,0.1487831677,0.3961191514,-1.2139112625821,-0.5027825458,0.3663592406,0.8840054173,2.0557348562,-2.0694420062
11540,0.2477843058,0.1159198815,-0.1386450499,1.2005159094,-0.0440402414,0.2335371287384,-0.0750264802,-0.7689907391,-1.1003170076,-0.2895958064,-0.0025729488
169522,0.2451506534,-0.0760088049,0.1711348276,-0.0233506242,-0.5123666354,0.3592749401087,0.2543550584,0.0559114447,0.2813266537,-0.6120003349,-1.6865965540
31869,0.0033925827,-0.3256775206,-0.3226686707,-0.2689358820,-0.2367261514,-1.4396001978669,-0.2774473297,1.3215537889,-0.1857575156,-2.0794148555,2.6988239463
66820,-0.1987917813,-0.1543124849,0.0241353156,0.3348395894,0.1945800978,-4.6572153419927,0.1254354244,2.1970923413,-0.0937731940,1.1602274314,0.1853554913
112551,0.0038502262,-0.3412071071,-0.1348301240,0.8177036502,0.2971271622,0.6281288962167,0.3156005055,1.1752445058,0.9433754828,1.0360836899,-1.1414944728
148359,0.0791555091,0.1945213665,-0.2255063271,-0.2143706117,-0.0950749894,-0.6933307515711,-0.1563930607,2.0614456974,-0.7207391214,1.9068561857,-6.0654040560
165440,-0.3262949752,-0.1599454135,0.1745376365,-1.1008231071,0.3377088116,0.0072688887287,0.0194659702,-1.9107724507,-0.0391407406,-0.2558195789,0.0575061340
102217,0.1415187292,-0.0629648753,-0.1001053905,0.5405771450,-0.1017350098,1.1962863058969,-0.1337656606,2.8149805939,1.8927479746,0.3666025124,0.1029970174
5139,-0.3549227956,0.0982692716,-0.1578850683,-0.5575639627,0.4510031276,-3.2195554956838,0.1481656082,-0.7021176223,0.8933473652,-1.0750243264,-2.0018979358
81169,-0.0578314455,0.4915406655,0.1531219250,0.7049264033,-0.3185856320,-1.5304549390842,0.3512259003,2.2173150077,-0.7527550027,-1.2381530426,1.6056578669
170087,-0.1351653510,-0.0717069238,-0.2509330629,-0.0334978451,-0.1695098321,2.8642690597599,-0.0611633540,-2.9688590902,0.1287981237,-2.0666642166,2.1903812459
